age,sex,region,time,count
1,Female,d. Kommuneqarfik Sermersooq,2010,171
2,Female,d. Kommuneqarfik Sermersooq,2010,125
3,Female,d. Kommuneqarfik Sermersooq,2010,165
4,Female,d. Kommuneqarfik Sermersooq,2010,148
5,Female,d. Kommuneqarfik Sermersooq,2010,166
6,Female,d. Kommuneqarfik Sermersooq,2010,155
7,Female,d. Kommuneqarfik Sermersooq,2010,164
8,Female,d. Kommuneqarfik Sermersooq,2010,163
9,Female,d. Kommuneqarfik Sermersooq,2010,167
10,Female,d. Kommuneqarfik Sermersooq,2010,159
11,Female,d. Kommuneqarfik Sermersooq,2010,152
12,Female,d. Kommuneqarfik Sermersooq,2010,159
13,Female,d. Kommuneqarfik Sermersooq,2010,167
14,Female,d. Kommuneqarfik Sermersooq,2010,168
15,Female,d. Kommuneqarfik Sermersooq,2010,141
16,Female,d. Kommuneqarfik Sermersooq,2010,135
17,Female,d. Kommuneqarfik Sermersooq,2010,138
18,Female,d. Kommuneqarfik Sermersooq,2010,163
19,Female,d. Kommuneqarfik Sermersooq,2010,161
20,Female,d. Kommuneqarfik Sermersooq,2010,162
21,Female,d. Kommuneqarfik Sermersooq,2010,152
22,Female,d. Kommuneqarfik Sermersooq,2010,179
23,Female,d. Kommuneqarfik Sermersooq,2010,170
24,Female,d. Kommuneqarfik Sermersooq,2010,174
25,Female,d. Kommuneqarfik Sermersooq,2010,179
26,Female,d. Kommuneqarfik Sermersooq,2010,183
27,Female,d. Kommuneqarfik Sermersooq,2010,144
28,Female,d. Kommuneqarfik Sermersooq,2010,174
29,Female,d. Kommuneqarfik Sermersooq,2010,184
30,Female,d. Kommuneqarfik Sermersooq,2010,169
31,Female,d. Kommuneqarfik Sermersooq,2010,165
32,Female,d. Kommuneqarfik Sermersooq,2010,144
33,Female,d. Kommuneqarfik Sermersooq,2010,128
34,Female,d. Kommuneqarfik Sermersooq,2010,132
35,Female,d. Kommuneqarfik Sermersooq,2010,140
36,Female,d. Kommuneqarfik Sermersooq,2010,113
37,Female,d. Kommuneqarfik Sermersooq,2010,106
38,Female,d. Kommuneqarfik Sermersooq,2010,124
39,Female,d. Kommuneqarfik Sermersooq,2010,112
40,Female,d. Kommuneqarfik Sermersooq,2010,127
41,Female,d. Kommuneqarfik Sermersooq,2010,153
42,Female,d. Kommuneqarfik Sermersooq,2010,195
43,Female,d. Kommuneqarfik Sermersooq,2010,189
44,Female,d. Kommuneqarfik Sermersooq,2010,233
45,Female,d. Kommuneqarfik Sermersooq,2010,183
46,Female,d. Kommuneqarfik Sermersooq,2010,224
47,Female,d. Kommuneqarfik Sermersooq,2010,203
48,Female,d. Kommuneqarfik Sermersooq,2010,165
49,Female,d. Kommuneqarfik Sermersooq,2010,190
50,Female,d. Kommuneqarfik Sermersooq,2010,196
51,Female,d. Kommuneqarfik Sermersooq,2010,144
52,Female,d. Kommuneqarfik Sermersooq,2010,157
53,Female,d. Kommuneqarfik Sermersooq,2010,135
54,Female,d. Kommuneqarfik Sermersooq,2010,148
55,Female,d. Kommuneqarfik Sermersooq,2010,134
56,Female,d. Kommuneqarfik Sermersooq,2010,124
57,Female,d. Kommuneqarfik Sermersooq,2010,97
58,Female,d. Kommuneqarfik Sermersooq,2010,108
59,Female,d. Kommuneqarfik Sermersooq,2010,87
60,Female,d. Kommuneqarfik Sermersooq,2010,91
61,Female,d. Kommuneqarfik Sermersooq,2010,63
62,Female,d. Kommuneqarfik Sermersooq,2010,50
63,Female,d. Kommuneqarfik Sermersooq,2010,68
64,Female,d. Kommuneqarfik Sermersooq,2010,59
65,Female,d. Kommuneqarfik Sermersooq,2010,57
66,Female,d. Kommuneqarfik Sermersooq,2010,51
67,Female,d. Kommuneqarfik Sermersooq,2010,43
68,Female,d. Kommuneqarfik Sermersooq,2010,50
69,Female,d. Kommuneqarfik Sermersooq,2010,28
70,Female,d. Kommuneqarfik Sermersooq,2010,41
71,Female,d. Kommuneqarfik Sermersooq,2010,32
72,Female,d. Kommuneqarfik Sermersooq,2010,15
73,Female,d. Kommuneqarfik Sermersooq,2010,20
74,Female,d. Kommuneqarfik Sermersooq,2010,17
75,Female,d. Kommuneqarfik Sermersooq,2010,22
76,Female,d. Kommuneqarfik Sermersooq,2010,17
77,Female,d. Kommuneqarfik Sermersooq,2010,22
78,Female,d. Kommuneqarfik Sermersooq,2010,12
79,Female,d. Kommuneqarfik Sermersooq,2010,13
80,Female,d. Kommuneqarfik Sermersooq,2010,16
81,Female,d. Kommuneqarfik Sermersooq,2010,16
82,Female,d. Kommuneqarfik Sermersooq,2010,8
83,Female,d. Kommuneqarfik Sermersooq,2010,11
84,Female,d. Kommuneqarfik Sermersooq,2010,6
85,Female,d. Kommuneqarfik Sermersooq,2010,11
86,Female,d. Kommuneqarfik Sermersooq,2010,3
87,Female,d. Kommuneqarfik Sermersooq,2010,4
88,Female,d. Kommuneqarfik Sermersooq,2010,2
89,Female,d. Kommuneqarfik Sermersooq,2010,1
90,Female,d. Kommuneqarfik Sermersooq,2010,0
91,Female,d. Kommuneqarfik Sermersooq,2010,2
92,Female,d. Kommuneqarfik Sermersooq,2010,1
93,Female,d. Kommuneqarfik Sermersooq,2010,1
94,Female,d. Kommuneqarfik Sermersooq,2010,0
95,Female,d. Kommuneqarfik Sermersooq,2010,0
96,Female,d. Kommuneqarfik Sermersooq,2010,0
97,Female,d. Kommuneqarfik Sermersooq,2010,0
98,Female,d. Kommuneqarfik Sermersooq,2010,0
99,Female,d. Kommuneqarfik Sermersooq,2010,0
100+,Female,d. Kommuneqarfik Sermersooq,2010,0
0,Male,d. Kommuneqarfik Sermersooq,2010,179
1,Male,d. Kommuneqarfik Sermersooq,2010,186
2,Male,d. Kommuneqarfik Sermersooq,2010,158
3,Male,d. Kommuneqarfik Sermersooq,2010,172
4,Male,d. Kommuneqarfik Sermersooq,2010,136
5,Male,d. Kommuneqarfik Sermersooq,2010,152
6,Male,d. Kommuneqarfik Sermersooq,2010,148
7,Male,d. Kommuneqarfik Sermersooq,2010,156
8,Male,d. Kommuneqarfik Sermersooq,2010,158
9,Male,d. Kommuneqarfik Sermersooq,2010,173
10,Male,d. Kommuneqarfik Sermersooq,2010,159
11,Male,d. Kommuneqarfik Sermersooq,2010,130
12,Male,d. Kommuneqarfik Sermersooq,2010,174
13,Male,d. Kommuneqarfik Sermersooq,2010,204
14,Male,d. Kommuneqarfik Sermersooq,2010,160
15,Male,d. Kommuneqarfik Sermersooq,2010,150
16,Male,d. Kommuneqarfik Sermersooq,2010,126
17,Male,d. Kommuneqarfik Sermersooq,2010,156
18,Male,d. Kommuneqarfik Sermersooq,2010,150
19,Male,d. Kommuneqarfik Sermersooq,2010,157
20,Male,d. Kommuneqarfik Sermersooq,2010,151
21,Male,d. Kommuneqarfik Sermersooq,2010,159
22,Male,d. Kommuneqarfik Sermersooq,2010,163
23,Male,d. Kommuneqarfik Sermersooq,2010,189
24,Male,d. Kommuneqarfik Sermersooq,2010,164
25,Male,d. Kommuneqarfik Sermersooq,2010,170
26,Male,d. Kommuneqarfik Sermersooq,2010,170
27,Male,d. Kommuneqarfik Sermersooq,2010,149
28,Male,d. Kommuneqarfik Sermersooq,2010,181
29,Male,d. Kommuneqarfik Sermersooq,2010,181
30,Male,d. Kommuneqarfik Sermersooq,2010,203
31,Male,d. Kommuneqarfik Sermersooq,2010,154
32,Male,d. Kommuneqarfik Sermersooq,2010,163
33,Male,d. Kommuneqarfik Sermersooq,2010,178
34,Male,d. Kommuneqarfik Sermersooq,2010,156
35,Male,d. Kommuneqarfik Sermersooq,2010,156
36,Male,d. Kommuneqarfik Sermersooq,2010,141
37,Male,d. Kommuneqarfik Sermersooq,2010,155
38,Male,d. Kommuneqarfik Sermersooq,2010,171
39,Male,d. Kommuneqarfik Sermersooq,2010,152
40,Male,d. Kommuneqarfik Sermersooq,2010,161
41,Male,d. Kommuneqarfik Sermersooq,2010,169
42,Male,d. Kommuneqarfik Sermersooq,2010,203
43,Male,d. Kommuneqarfik Sermersooq,2010,228
44,Male,d. Kommuneqarfik Sermersooq,2010,221
45,Male,d. Kommuneqarfik Sermersooq,2010,241
46,Male,d. Kommuneqarfik Sermersooq,2010,227
47,Male,d. Kommuneqarfik Sermersooq,2010,223
48,Male,d. Kommuneqarfik Sermersooq,2010,205
49,Male,d. Kommuneqarfik Sermersooq,2010,212
50,Male,d. Kommuneqarfik Sermersooq,2010,225
51,Male,d. Kommuneqarfik Sermersooq,2010,200
52,Male,d. Kommuneqarfik Sermersooq,2010,204
53,Male,d. Kommuneqarfik Sermersooq,2010,192
54,Male,d. Kommuneqarfik Sermersooq,2010,180
55,Male,d. Kommuneqarfik Sermersooq,2010,150
56,Male,d. Kommuneqarfik Sermersooq,2010,159
57,Male,d. Kommuneqarfik Sermersooq,2010,138
58,Male,d. Kommuneqarfik Sermersooq,2010,143
59,Male,d. Kommuneqarfik Sermersooq,2010,129
60,Male,d. Kommuneqarfik Sermersooq,2010,114
61,Male,d. Kommuneqarfik Sermersooq,2010,91
62,Male,d. Kommuneqarfik Sermersooq,2010,104
63,Male,d. Kommuneqarfik Sermersooq,2010,73
64,Male,d. Kommuneqarfik Sermersooq,2010,90
65,Male,d. Kommuneqarfik Sermersooq,2010,77
66,Male,d. Kommuneqarfik Sermersooq,2010,79
67,Male,d. Kommuneqarfik Sermersooq,2010,63
68,Male,d. Kommuneqarfik Sermersooq,2010,60
69,Male,d. Kommuneqarfik Sermersooq,2010,56
70,Male,d. Kommuneqarfik Sermersooq,2010,40
71,Male,d. Kommuneqarfik Sermersooq,2010,22
72,Male,d. Kommuneqarfik Sermersooq,2010,17
73,Male,d. Kommuneqarfik Sermersooq,2010,39
74,Male,d. Kommuneqarfik Sermersooq,2010,20
75,Male,d. Kommuneqarfik Sermersooq,2010,25
76,Male,d. Kommuneqarfik Sermersooq,2010,17
77,Male,d. Kommuneqarfik Sermersooq,2010,18
78,Male,d. Kommuneqarfik Sermersooq,2010,12
79,Male,d. Kommuneqarfik Sermersooq,2010,11
80,Male,d. Kommuneqarfik Sermersooq,2010,9
81,Male,d. Kommuneqarfik Sermersooq,2010,10
82,Male,d. Kommuneqarfik Sermersooq,2010,2
83,Male,d. Kommuneqarfik Sermersooq,2010,4
84,Male,d. Kommuneqarfik Sermersooq,2010,3
85,Male,d. Kommuneqarfik Sermersooq,2010,2
86,Male,d. Kommuneqarfik Sermersooq,2010,4
87,Male,d. Kommuneqarfik Sermersooq,2010,1
88,Male,d. Kommuneqarfik Sermersooq,2010,0
89,Male,d. Kommuneqarfik Sermersooq,2010,0
90,Male,d. Kommuneqarfik Sermersooq,2010,0
91,Male,d. Kommuneqarfik Sermersooq,2010,0
92,Male,d. Kommuneqarfik Sermersooq,2010,0
93,Male,d. Kommuneqarfik Sermersooq,2010,0
94,Male,d. Kommuneqarfik Sermersooq,2010,0
95,Male,d. Kommuneqarfik Sermersooq,2010,0
96,Male,d. Kommuneqarfik Sermersooq,2010,0
97,Male,d. Kommuneqarfik Sermersooq,2010,0
98,Male,d. Kommuneqarfik Sermersooq,2010,0
99,Male,d. Kommuneqarfik Sermersooq,2010,0
100+,Male,d. Kommuneqarfik Sermersooq,2010,0
0,Female,d. Qeqqata Kommunia,2010,72
1,Female,d. Qeqqata Kommunia,2010,59
2,Female,d. Qeqqata Kommunia,2010,75
3,Female,d. Qeqqata Kommunia,2010,63
4,Female,d. Qeqqata Kommunia,2010,74
5,Female,d. Qeqqata Kommunia,2010,66
6,Female,d. Qeqqata Kommunia,2010,73
7,Female,d. Qeqqata Kommunia,2010,60
8,Female,d. Qeqqata Kommunia,2010,71
9,Female,d. Qeqqata Kommunia,2010,67
10,Female,d. Qeqqata Kommunia,2010,76
11,Female,d. Qeqqata Kommunia,2010,67
12,Female,d. Qeqqata Kommunia,2010,59
13,Female,d. Qeqqata Kommunia,2010,90
14,Female,d. Qeqqata Kommunia,2010,74
15,Female,d. Qeqqata Kommunia,2010,76
16,Female,d. Qeqqata Kommunia,2010,70
17,Female,d. Qeqqata Kommunia,2010,77
18,Female,d. Qeqqata Kommunia,2010,93
19,Female,d. Qeqqata Kommunia,2010,87
20,Female,d. Qeqqata Kommunia,2010,95
21,Female,d. Qeqqata Kommunia,2010,72
22,Female,d. Qeqqata Kommunia,2010,87
23,Female,d. Qeqqata Kommunia,2010,78
24,Female,d. Qeqqata Kommunia,2010,63
25,Female,d. Qeqqata Kommunia,2010,68
26,Female,d. Qeqqata Kommunia,2010,47
27,Female,d. Qeqqata Kommunia,2010,57
28,Female,d. Qeqqata Kommunia,2010,73
29,Female,d. Qeqqata Kommunia,2010,61
30,Female,d. Qeqqata Kommunia,2010,63
31,Female,d. Qeqqata Kommunia,2010,59
32,Female,d. Qeqqata Kommunia,2010,41
33,Female,d. Qeqqata Kommunia,2010,42
34,Female,d. Qeqqata Kommunia,2010,57
35,Female,d. Qeqqata Kommunia,2010,47
36,Female,d. Qeqqata Kommunia,2010,37
37,Female,d. Qeqqata Kommunia,2010,55
38,Female,d. Qeqqata Kommunia,2010,51
39,Female,d. Qeqqata Kommunia,2010,57
40,Female,d. Qeqqata Kommunia,2010,53
41,Female,d. Qeqqata Kommunia,2010,65
42,Female,d. Qeqqata Kommunia,2010,88
43,Female,d. Qeqqata Kommunia,2010,82
44,Female,d. Qeqqata Kommunia,2010,94
45,Female,d. Qeqqata Kommunia,2010,76
46,Female,d. Qeqqata Kommunia,2010,97
47,Female,d. Qeqqata Kommunia,2010,84
48,Female,d. Qeqqata Kommunia,2010,82
49,Female,d. Qeqqata Kommunia,2010,92
50,Female,d. Qeqqata Kommunia,2010,77
51,Female,d. Qeqqata Kommunia,2010,56
52,Female,d. Qeqqata Kommunia,2010,64
53,Female,d. Qeqqata Kommunia,2010,65
54,Female,d. Qeqqata Kommunia,2010,47
55,Female,d. Qeqqata Kommunia,2010,52
56,Female,d. Qeqqata Kommunia,2010,50
57,Female,d. Qeqqata Kommunia,2010,50
58,Female,d. Qeqqata Kommunia,2010,34
59,Female,d. Qeqqata Kommunia,2010,38
60,Female,d. Qeqqata Kommunia,2010,40
61,Female,d. Qeqqata Kommunia,2010,32
62,Female,d. Qeqqata Kommunia,2010,26
63,Female,d. Qeqqata Kommunia,2010,31
64,Female,d. Qeqqata Kommunia,2010,21
65,Female,d. Qeqqata Kommunia,2010,19
66,Female,d. Qeqqata Kommunia,2010,30
67,Female,d. Qeqqata Kommunia,2010,28
68,Female,d. Qeqqata Kommunia,2010,33
69,Female,d. Qeqqata Kommunia,2010,14
70,Female,d. Qeqqata Kommunia,2010,18
71,Female,d. Qeqqata Kommunia,2010,21
72,Female,d. Qeqqata Kommunia,2010,20
73,Female,d. Qeqqata Kommunia,2010,24
74,Female,d. Qeqqata Kommunia,2010,24
75,Female,d. Qeqqata Kommunia,2010,21
76,Female,d. Qeqqata Kommunia,2010,16
77,Female,d. Qeqqata Kommunia,2010,16
78,Female,d. Qeqqata Kommunia,2010,18
79,Female,d. Qeqqata Kommunia,2010,11
80,Female,d. Qeqqata Kommunia,2010,8
81,Female,d. Qeqqata Kommunia,2010,15
82,Female,d. Qeqqata Kommunia,2010,13
83,Female,d. Qeqqata Kommunia,2010,4
84,Female,d. Qeqqata Kommunia,2010,8
85,Female,d. Qeqqata Kommunia,2010,1
86,Female,d. Qeqqata Kommunia,2010,1
87,Female,d. Qeqqata Kommunia,2010,1
88,Female,d. Qeqqata Kommunia,2010,1
89,Female,d. Qeqqata Kommunia,2010,1
90,Female,d. Qeqqata Kommunia,2010,1
91,Female,d. Qeqqata Kommunia,2010,1
92,Female,d. Qeqqata Kommunia,2010,0
93,Female,d. Qeqqata Kommunia,2010,0
94,Female,d. Qeqqata Kommunia,2010,1
95,Female,d. Qeqqata Kommunia,2010,0
96,Female,d. Qeqqata Kommunia,2010,0
97,Female,d. Qeqqata Kommunia,2010,0
98,Female,d. Qeqqata Kommunia,2010,0
99,Female,d. Qeqqata Kommunia,2010,0
100+,Female,d. Qeqqata Kommunia,2010,0
0,Male,d. Qeqqata Kommunia,2010,70
1,Male,d. Qeqqata Kommunia,2010,81
2,Male,d. Qeqqata Kommunia,2010,77
3,Male,d. Qeqqata Kommunia,2010,68
4,Male,d. Qeqqata Kommunia,2010,63
5,Male,d. Qeqqata Kommunia,2010,74
6,Male,d. Qeqqata Kommunia,2010,69
7,Male,d. Qeqqata Kommunia,2010,70
8,Male,d. Qeqqata Kommunia,2010,65
9,Male,d. Qeqqata Kommunia,2010,75
10,Male,d. Qeqqata Kommunia,2010,76
11,Male,d. Qeqqata Kommunia,2010,76
12,Male,d. Qeqqata Kommunia,2010,69
13,Male,d. Qeqqata Kommunia,2010,82
14,Male,d. Qeqqata Kommunia,2010,80
15,Male,d. Qeqqata Kommunia,2010,69
16,Male,d. Qeqqata Kommunia,2010,84
17,Male,d. Qeqqata Kommunia,2010,96
18,Male,d. Qeqqata Kommunia,2010,88
19,Male,d. Qeqqata Kommunia,2010,98
20,Male,d. Qeqqata Kommunia,2010,102
21,Male,d. Qeqqata Kommunia,2010,111
22,Male,d. Qeqqata Kommunia,2010,91
23,Male,d. Qeqqata Kommunia,2010,70
24,Male,d. Qeqqata Kommunia,2010,71
25,Male,d. Qeqqata Kommunia,2010,68
26,Male,d. Qeqqata Kommunia,2010,67
27,Male,d. Qeqqata Kommunia,2010,61
28,Male,d. Qeqqata Kommunia,2010,77
29,Male,d. Qeqqata Kommunia,2010,69
30,Male,d. Qeqqata Kommunia,2010,67
31,Male,d. Qeqqata Kommunia,2010,64
32,Male,d. Qeqqata Kommunia,2010,56
33,Male,d. Qeqqata Kommunia,2010,61
34,Male,d. Qeqqata Kommunia,2010,63
35,Male,d. Qeqqata Kommunia,2010,50
36,Male,d. Qeqqata Kommunia,2010,46
37,Male,d. Qeqqata Kommunia,2010,58
38,Male,d. Qeqqata Kommunia,2010,55
39,Male,d. Qeqqata Kommunia,2010,71
40,Male,d. Qeqqata Kommunia,2010,65
41,Male,d. Qeqqata Kommunia,2010,93
42,Male,d. Qeqqata Kommunia,2010,107
43,Male,d. Qeqqata Kommunia,2010,116
44,Male,d. Qeqqata Kommunia,2010,92
45,Male,d. Qeqqata Kommunia,2010,104
46,Male,d. Qeqqata Kommunia,2010,91
47,Male,d. Qeqqata Kommunia,2010,90
48,Male,d. Qeqqata Kommunia,2010,87
49,Male,d. Qeqqata Kommunia,2010,87
50,Male,d. Qeqqata Kommunia,2010,101
51,Male,d. Qeqqata Kommunia,2010,91
52,Male,d. Qeqqata Kommunia,2010,70
53,Male,d. Qeqqata Kommunia,2010,96
54,Male,d. Qeqqata Kommunia,2010,71
55,Male,d. Qeqqata Kommunia,2010,84
56,Male,d. Qeqqata Kommunia,2010,71
57,Male,d. Qeqqata Kommunia,2010,44
58,Male,d. Qeqqata Kommunia,2010,60
59,Male,d. Qeqqata Kommunia,2010,46
60,Male,d. Qeqqata Kommunia,2010,63
61,Male,d. Qeqqata Kommunia,2010,51
62,Male,d. Qeqqata Kommunia,2010,55
63,Male,d. Qeqqata Kommunia,2010,36
64,Male,d. Qeqqata Kommunia,2010,55
65,Male,d. Qeqqata Kommunia,2010,32
66,Male,d. Qeqqata Kommunia,2010,24
67,Male,d. Qeqqata Kommunia,2010,35
68,Male,d. Qeqqata Kommunia,2010,30
69,Male,d. Qeqqata Kommunia,2010,21
70,Male,d. Qeqqata Kommunia,2010,27
71,Male,d. Qeqqata Kommunia,2010,20
72,Male,d. Qeqqata Kommunia,2010,29
73,Male,d. Qeqqata Kommunia,2010,13
74,Male,d. Qeqqata Kommunia,2010,16
75,Male,d. Qeqqata Kommunia,2010,16
76,Male,d. Qeqqata Kommunia,2010,8
77,Male,d. Qeqqata Kommunia,2010,8
78,Male,d. Qeqqata Kommunia,2010,7
79,Male,d. Qeqqata Kommunia,2010,7
80,Male,d. Qeqqata Kommunia,2010,5
81,Male,d. Qeqqata Kommunia,2010,7
82,Male,d. Qeqqata Kommunia,2010,9
83,Male,d. Qeqqata Kommunia,2010,1
84,Male,d. Qeqqata Kommunia,2010,1
85,Male,d. Qeqqata Kommunia,2010,2
86,Male,d. Qeqqata Kommunia,2010,3
87,Male,d. Qeqqata Kommunia,2010,3
88,Male,d. Qeqqata Kommunia,2010,0
89,Male,d. Qeqqata Kommunia,2010,1
90,Male,d. Qeqqata Kommunia,2010,0
91,Male,d. Qeqqata Kommunia,2010,0
92,Male,d. Qeqqata Kommunia,2010,1
93,Male,d. Qeqqata Kommunia,2010,0
94,Male,d. Qeqqata Kommunia,2010,0
95,Male,d. Qeqqata Kommunia,2010,0
96,Male,d. Qeqqata Kommunia,2010,0
97,Male,d. Qeqqata Kommunia,2010,0
98,Male,d. Qeqqata Kommunia,2010,0
99,Male,d. Qeqqata Kommunia,2010,0
100+,Male,d. Qeqqata Kommunia,2010,0
0,Female,d. Avannaata kommunia,2011,73
1,Female,d. Avannaata kommunia,2011,94
2,Female,d. Avannaata kommunia,2011,90
3,Female,d. Avannaata kommunia,2011,81
4,Female,d. Avannaata kommunia,2011,68
5,Female,d. Avannaata kommunia,2011,88
6,Female,d. Avannaata kommunia,2011,84
7,Female,d. Avannaata kommunia,2011,75
8,Female,d. Avannaata kommunia,2011,71
9,Female,d. Avannaata kommunia,2011,92
10,Female,d. Avannaata kommunia,2011,75
11,Female,d. Avannaata kommunia,2011,80
12,Female,d. Avannaata kommunia,2011,88
13,Female,d. Avannaata kommunia,2011,95
14,Female,d. Avannaata kommunia,2011,91
15,Female,d. Avannaata kommunia,2011,100
16,Female,d. Avannaata kommunia,2011,83
17,Female,d. Avannaata kommunia,2011,75
18,Female,d. Avannaata kommunia,2011,86
19,Female,d. Avannaata kommunia,2011,92
20,Female,d. Avannaata kommunia,2011,80
21,Female,d. Avannaata kommunia,2011,85
22,Female,d. Avannaata kommunia,2011,92
23,Female,d. Avannaata kommunia,2011,82
24,Female,d. Avannaata kommunia,2011,81
25,Female,d. Avannaata kommunia,2011,68
26,Female,d. Avannaata kommunia,2011,71
27,Female,d. Avannaata kommunia,2011,73
28,Female,d. Avannaata kommunia,2011,82
29,Female,d. Avannaata kommunia,2011,90
30,Female,d. Avannaata kommunia,2011,74
31,Female,d. Avannaata kommunia,2011,60
32,Female,d. Avannaata kommunia,2011,61
33,Female,d. Avannaata kommunia,2011,60
34,Female,d. Avannaata kommunia,2011,64
35,Female,d. Avannaata kommunia,2011,60
36,Female,d. Avannaata kommunia,2011,62
37,Female,d. Avannaata kommunia,2011,48
38,Female,d. Avannaata kommunia,2011,57
39,Female,d. Avannaata kommunia,2011,68
40,Female,d. Avannaata kommunia,2011,64
41,Female,d. Avannaata kommunia,2011,56
42,Female,d. Avannaata kommunia,2011,80
43,Female,d. Avannaata kommunia,2011,104
44,Female,d. Avannaata kommunia,2011,92
45,Female,d. Avannaata kommunia,2011,109
46,Female,d. Avannaata kommunia,2011,92
47,Female,d. Avannaata kommunia,2011,89
48,Female,d. Avannaata kommunia,2011,94
49,Female,d. Avannaata kommunia,2011,78
50,Female,d. Avannaata kommunia,2011,93
51,Female,d. Avannaata kommunia,2011,70
52,Female,d. Avannaata kommunia,2011,84
53,Female,d. Avannaata kommunia,2011,59
54,Female,d. Avannaata kommunia,2011,56
55,Female,d. Avannaata kommunia,2011,65
56,Female,d. Avannaata kommunia,2011,37
57,Female,d. Avannaata kommunia,2011,53
58,Female,d. Avannaata kommunia,2011,54
59,Female,d. Avannaata kommunia,2011,36
60,Female,d. Avannaata kommunia,2011,41
61,Female,d. Avannaata kommunia,2011,53
62,Female,d. Avannaata kommunia,2011,23
63,Female,d. Avannaata kommunia,2011,19
64,Female,d. Avannaata kommunia,2011,31
65,Female,d. Avannaata kommunia,2011,35
66,Female,d. Avannaata kommunia,2011,29
67,Female,d. Avannaata kommunia,2011,37
68,Female,d. Avannaata kommunia,2011,27
69,Female,d. Avannaata kommunia,2011,33
70,Female,d. Avannaata kommunia,2011,33
71,Female,d. Avannaata kommunia,2011,31
72,Female,d. Avannaata kommunia,2011,13
73,Female,d. Avannaata kommunia,2011,24
74,Female,d. Avannaata kommunia,2011,27
75,Female,d. Avannaata kommunia,2011,13
76,Female,d. Avannaata kommunia,2011,20
77,Female,d. Avannaata kommunia,2011,16
78,Female,d. Avannaata kommunia,2011,11
79,Female,d. Avannaata kommunia,2011,10
80,Female,d. Avannaata kommunia,2011,12
81,Female,d. Avannaata kommunia,2011,15
82,Female,d. Avannaata kommunia,2011,13
83,Female,d. Avannaata kommunia,2011,4
84,Female,d. Avannaata kommunia,2011,1
85,Female,d. Avannaata kommunia,2011,1
86,Female,d. Avannaata kommunia,2011,3
87,Female,d. Avannaata kommunia,2011,3
88,Female,d. Avannaata kommunia,2011,1
89,Female,d. Avannaata kommunia,2011,0
90,Female,d. Avannaata kommunia,2011,1
91,Female,d. Avannaata kommunia,2011,0
92,Female,d. Avannaata kommunia,2011,1
93,Female,d. Avannaata kommunia,2011,0
94,Female,d. Avannaata kommunia,2011,0
95,Female,d. Avannaata kommunia,2011,1
96,Female,d. Avannaata kommunia,2011,0
97,Female,d. Avannaata kommunia,2011,0
98,Female,d. Avannaata kommunia,2011,0
99,Female,d. Avannaata kommunia,2011,0
100+,Female,d. Avannaata kommunia,2011,1
0,Male,d. Avannaata kommunia,2011,88
1,Male,d. Avannaata kommunia,2011,90
2,Male,d. Avannaata kommunia,2011,82
3,Male,d. Avannaata kommunia,2011,73
4,Male,d. Avannaata kommunia,2011,88
5,Male,d. Avannaata kommunia,2011,82
6,Male,d. Avannaata kommunia,2011,98
7,Male,d. Avannaata kommunia,2011,101
8,Male,d. Avannaata kommunia,2011,94
9,Male,d. Avannaata kommunia,2011,97
10,Male,d. Avannaata kommunia,2011,67
11,Male,d. Avannaata kommunia,2011,74
12,Male,d. Avannaata kommunia,2011,94
13,Male,d. Avannaata kommunia,2011,98
14,Male,d. Avannaata kommunia,2011,100
15,Male,d. Avannaata kommunia,2011,94
16,Male,d. Avannaata kommunia,2011,93
17,Male,d. Avannaata kommunia,2011,84
18,Male,d. Avannaata kommunia,2011,103
19,Male,d. Avannaata kommunia,2011,90
20,Male,d. Avannaata kommunia,2011,88
21,Male,d. Avannaata kommunia,2011,83
22,Male,d. Avannaata kommunia,2011,87
23,Male,d. Avannaata kommunia,2011,96
24,Male,d. Avannaata kommunia,2011,69
25,Male,d. Avannaata kommunia,2011,78
26,Male,d. Avannaata kommunia,2011,81
27,Male,d. Avannaata kommunia,2011,80
28,Male,d. Avannaata kommunia,2011,81
29,Male,d. Avannaata kommunia,2011,70
30,Male,d. Avannaata kommunia,2011,85
31,Male,d. Avannaata kommunia,2011,82
32,Male,d. Avannaata kommunia,2011,75
33,Male,d. Avannaata kommunia,2011,61
34,Male,d. Avannaata kommunia,2011,74
